LemonEntry,partOfSpeech,gender,writtenFormNominative(singular),writtenFormNominative (plural),writtenFormSingular (accusative),writtenFormSingular (dative),writtenFormSingular (genetive),preposition,SyntacticFrame,copulativeArg,prepositionalAdjunct,sense,reference,domain,range
Handballerin,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Dreispringer,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Halleneuropameisterschaften,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Rostow,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Katarina,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Nordhorn-Lingen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Ould,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Nürnberg,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Vizemeister,noun,masculine,Vizemeister,Vizemeister,Vizemeister,Vizemeister,Vizemeisters,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
KÃ¸benhavn,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Rhein,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Gießen,noun,neuter,Gießen,,Gießen,Gießen,Gießens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Rechtshänderin,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Wildungen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Woche,noun,feminine,Woche,Wochen,Woche,Woche,Woche,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
CrÃ©teil,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Concordia,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Kindheit,noun,feminine,Kindheit,Kindheiten,Kindheit,Kindheit,Kindheit,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Malmö,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Ludwigsburg,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Simon,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
FernÃ¡ndez,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Team,noun,neuter,Team,Teams,Team,Team,Teams,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Transkription,noun,feminine,Transkription,Transkriptionen,Transkription,Transkription,Transkription,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague,http://dbpedia.org/ontology/CollegeCoach
Fernando,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Victor,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Lima,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
weite,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Chen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Langstreckenlauf,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague,http://dbpedia.org/ontology/CollegeCoach
Silva,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Rom,noun,masculine,Rom,Roma,Rom,Rom,Roms,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Miami,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Windsurfer,noun,masculine,Windsurfer,Windsurfer,Windsurfer,Windsurfer,Windsurfers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Wiktorija,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Pradesh,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Nassau,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Town,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Nationalrekorde,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Langsprints,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Mittelstreckenläuferin,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague,http://dbpedia.org/ontology/CollegeCoach
stehen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Wettkampf,noun,masculine,Wettkampf,Wettkämpfe,Wettkampf,Wettkampfe,Wettkampfs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Trondheim,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Duisburg,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Sergejewna,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Jelena,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Aarhus,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Ebene,noun,feminine,Ebene,Ebenen,Ebene,Ebene,Ebene,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Lebensjahr,noun,neuter,Lebensjahr,Lebensjahre,Lebensjahr,Lebensjahre,Lebensjahrs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Jonas,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Anne,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Robin,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Wuppertal,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Alexandrowna,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
World-Athletics-Schreibweise,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Angeles;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Yuliya,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Manchester,noun,masculine,Manchester,,Manchester,Manchester,Manchesters,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Südamerikameister,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Kaur,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Viktoriya,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Haryana,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Hiroshima,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Tartu,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
ÄSSR,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Karnataka,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Mubarak,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Mittelstreckenläufen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Thani,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Teilnahme,noun,feminine,Teilnahme,Teilnahmen,Teilnahme,Teilnahme,Teilnahme,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Steffen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
School,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
AndrÃ©,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Griechenland,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Lissabon,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Titel,noun,masculine,Titel,Titel,Titel,Titel,Titels,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Köln,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Zehnkampf,noun,masculine,Zehnkampf,Zehnkämpfe,Zehnkampf,Zehnkampfe,Zehnkampfs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague,http://dbpedia.org/ontology/CollegeCoach
Anderson,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Wang,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Pereira,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Olympionike,noun,masculine,Olympionike,Olympioniken,Olympioniken,Olympioniken,Olympioniken,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Christina,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Havanna,noun,masculine,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Yards,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Taschkent,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Spezialdisziplin,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Fredrik,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Country
Sprung,noun,masculine,Sprung,Sprünge,Sprung,Sprunge,Sprungs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Perth,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Dopings,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Lauf,noun,masculine,Lauf,Läufe,Lauf,Laufe,Laufs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Maximilian,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Hindernis-,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Simone,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Schmidt,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Schwerin,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Ontario,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Afrikameisterschaften,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Simon,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Meter,noun,neuter,Meter,Meter,Meter,Meter,Meters,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague,http://dbpedia.org/ontology/CollegeCoach
Julia,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Martina,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
High,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Madrid,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Alberto,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Cristina,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Köln,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Brest,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Kadetten,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Winterthur,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Austria,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Ludwigshafen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
ChambÃ©ry,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Walerjewitsch,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Savoie,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Nevis,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Neubrandenburg,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Kitts,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
N-Lübbecke,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Einsatz,noun,masculine,Einsatz,Einsätze,Einsatz,Einsatze,Einsatzes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
Stavanger,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,http://dbpedia.org/ontology/Lighthouse,xsd:integer
